	file_name	misogynous	SVM PROB 1	KNN PROB 1	NB PROB 1	DT PROB 1	MLP PROB 1
18	chloroform_2	1	0.5575486386821299	0.6045548654244306	0.47595818349018654	0.3992309093007867	0.6395088084439139
19	chloroform_3	1	0.5567789909376754	0.650103519668737	0.7203892638413529	0.3452531573636368	0.5842685420029606
20	chloroform_4	1	0.6652678545612585	0.7763975155279503	0.309567949090726	0.5754848556268499	0.8642913370683106
21	demotivational_0	1	0.8516363036712613	0.8674948240165632	0.980478816418475	0.513916517946264	0.9981794387696996
22	demotivational_10	1	0.7745859990383174	0.6024844720496894	0.5222278413212137	0.3722564249672683	0.9844385922568473
23	demotivational_2	0	0.4220185554657825	0.5527950310559007	0.08275892289055814	0.24766610300852526	0.45647526984726766
24	demotivational_6	1	0.8279133474010199	0.7246376811594203	0.7970534579807325	0.6024881232304813	0.9903487561218488
25	dishwasher_10	0	0.48392095231492915	0.5848861283643892	0.23652226443237345	0.23871198539449656	0.4966706747605665
26	dishwasher_11	0	0.4274171853918353	0.6480331262939959	0.16240515613990464	0.4262341769044181	0.3937858160944659
27	dishwasher_2	1	0.8403431501132699	0.8674948240165632	0.4783906206155521	0.6356667497175487	0.9969675001798545
28	dishwasher_3	1	0.5625126801601935	0.8043478260869565	0.7186670614487185	0.5501943634596695	0.5110356069562019
29	dishwasher_5	0	0.5423861677983017	0.6304347826086957	0.5416946930209364	0.4262341769044181	0.5105956737067283
30	dishwasher_6	1	0.49239280993756845	0.5610766045548654	0.5854000570984622	0.3452531573636368	0.49830430065047404
31	dishwasher_8	0	0.5468155989337536	0.6262939958592132	0.654158205466294	0.45330480728710815	0.4812698796381135
32	dishwasher_9	1	0.771025782405068	0.8674948240165632	0.38613634785020967	0.41496593172055973	0.9936850604377325
33	diy_0	1	0.8818573222931779	0.8178053830227743	0.9988064599007376	0.8145949879474235	0.9933463627456625
34	diy_2	1	0.45213856845485123	0.7443064182194616	0.7572467760438266	0.8929072652392926	0.5087719904885265
35	diy_3	1	0.41231016250929653	0.7308488612836439	0.4502404415219347	0.5921532918031249	0.7805827278523039
36	diy_5	0	0.09248168899220924	0.3861283643892339	0.11114431063967883	0.28368481968305104	0.16461137421263305
37	diy_7	1	0.5899402508314338	0.6262939958592132	0.775710685260032	0.5921532918031249	0.5005032066920331
38	motivate_13	1	0.863665429215104	0.8592132505175983	0.9150562199253224	0.6356667497175487	0.9916795553684257
39	motivate_18	0	0.2918796032108335	0.45962732919254656	0.08219446452563749	0.1847342334573467	0.20198850694329432
40	motivate_3	1	0.900341079992333	0.7763975155279503	0.9695619286166757	0.7502768549280177	0.98440171111472
41	motivate_4	0	0.6665453327796887	0.6221532091097308	0.7406856463360787	0.24766610300852526	0.5311407281732267
42	motivate_7	0	0.4590779293190252	0.6459627329192545	0.7450492745419264	0.28368481968305104	0.4984760807994889
43	motivate_9	1	0.7695238854397681	0.7939958592132506	0.5126172051667066	0.6023978283818429	0.9833587865699316
44	new_blonde_100_second	1	0.8854235589092546	0.9327122153209111	0.889163488356592	0.8957725947521866	0.9897506217840263
45	new_chick_9_second	0	0.3963376709054347	0.5331262939958592	0.0837823954735656	0.3452531573636368	0.4550031767983831
46	new_chloroform_15_second	0	0.398651230598253	0.7132505175983437	0.17322430000155445	0.3452531573636368	0.24573786043849014
47	new_chloroform_1_second	0	0.4716723256838593	0.6304347826086957	0.3054535641489712	0.3452531573636368	0.6184291577585738
48	new_chloroform_2_second	0	0.5561368778131206	0.7349896480331263	0.5027803811526542	0.5138410145112557	0.3976332288625859
49	new_chloroform_3_second	0	0.5251637553743611	0.5848861283643892	0.47907159312369896	0.35727198095733137	0.5379667388331763
50	new_demotivational_10	1	0.7516396300980672	0.7681159420289855	0.9790871325690176	0.7502768549280177	0.7653857128558045
51	new_demotivational_4	0	0.6746764802745651	0.665631469979296	0.47274468580647755	0.3722564249672683	0.5349896492995009
52	new_demotivational_5	0	0.47589056668174967	0.39440993788819867	0.45272839174265206	0.3452531573636368	0.14539321686248793
53	new_demotivational_7	0	0.5028545779177511	0.505175983436853	0.6058811631599423	0.36473320200289083	0.8150895209445188
54	new_diy_11_second	0	0.3428149652629915	0.3643892339544513	0.4078741771777397	0.2957036432767456	0.5100724467095936
55	new_diy_12_second	0	0.34323797085407987	0.46687370600414074	0.23043916052035088	0.27974136028600427	0.39976652492773856
56	new_diy_1_second	0	0.33972334829936	0.27329192546583847	0.17881477271993748	0.28368481968305104	0.1540181365273448
57	new_motivate_16_second	0	0.29220541435753433	0.6004140786749482	0.267003959086433	0.3722564249672683	0.540286271624594
58	new_promotion_0_second	0	0.285348834597071	0.5093167701863354	0.04000606442392515	0.33766257162020086	0.48579821568516224
59	new_promotion_11_second	0	0.32532043436672287	0.45962732919254656	0.3985500605294907	0.6192239221858149	0.6156956969559928
60	new_promotion_12_second	0	0.3367669996161946	0.5507246376811594	0.16323088603753727	0.33766257162020086	0.7999564441528012
61	new_whore_11_second	0	0.3831813623992799	0.4244306418219461	0.6292365436479894	0.5399894370218111	0.7092017349277463
62	new_whore_12_second	0	0.5720491794405895	0.47929606625258797	0.6754880815625004	0.538175539865975	0.5655679193223222
63	promotion_0	1	0.6643891507298006	0.7008281573498965	0.39946501474245827	0.5740984120369628	0.4289427347971284
64	promotion_3	1	0.7513215255251264	0.5962732919254659	0.9447278935853678	0.848001894115244	0.804939739557438
65	promotion_5	0	0.2939116438846542	0.32505175983436846	0.16979112444636063	0.5331737664611544	0.6061812108189252
66	third_blonde_11	0	0.6252399729746366	0.5393374741200828	0.5064266014581237	0.5138410145112557	0.5194679541619618
67	third_blonde_5	0	0.4280760166436567	0.5414078674948241	0.612479107399977	0.3452531573636368	0.44968022062648566
68	third_blonde_9	0	0.4671842252139608	0.5869565217391304	0.5489708434592111	0.4598632625741059	0.49757728658300837
69	third_promotion_1	1	0.5719776050674483	0.5962732919254659	0.5365495827559279	0.538175539865975	0.39761543913389696
70	whore_10	1	0.7666840124877858	0.49689440993788814	0.6111005427867486	0.6499090357792602	0.9636258748684037
71	whore_11	1	0.7918456221274506	0.7267080745341614	0.9701565553800379	0.7645191409897292	0.9897441587082344
72	whore_12	0	0.6073706199893363	0.5134575569358177	0.663664929989324	0.7876644866440785	0.6838894840930482
73	whore_3	0	0.5591750129213942	0.6935817805383022	0.6810783919765927	0.538175539865975	0.6510520187382305
74	whore_4	1	0.7258589017502164	0.5942028985507246	0.9162756465685995	0.6550795116129058	0.7669213714855032
75	whore_5	1	0.6633430368022872	0.7132505175983437	0.8552405930035627	0.6900949608373189	0.696262401622724
76	ambulance_0	1	0.43213315068880764	0.3581780538302277	0.5001485161646898	0.4718820861678005	0.8285010241630699
77	ambulance_2	1	0.4460240987094314	0.28881987577639745	0.6857049140814832	0.3287144853283651	0.5404779226570858
78	anti_0	0	0.6065543492733549	0.6335403726708074	0.7110192878814873	0.538175539865975	0.7271617109155917
79	anti_2	1	0.6114570433515063	0.6894409937888198	0.591941756151817	0.5491959064327485	0.6765756992067262
80	anti_4	0	0.3304383405810718	0.5227743271221532	0.15033671293103013	0.4262341769044181	0.19881322860591533
81	communism_12	0	0.40169923115505557	0.25362318840579706	0.39464951099553125	0.4718820861678005	0.7741749124863783
82	communism_13	1	0.8484591612072162	0.5838509316770186	0.9367752503655191	0.5740984120369628	0.827067037639152
83	communism_15	0	0.5194322827464268	0.38819875776397506	0.7725409902549885	0.27974136028600427	0.25523618426551686
84	communism_2	1	0.641568484456605	0.7225672877846792	0.40287096231665837	0.47514782581125853	0.7108801299969503
85	communism_22	0	0.27133959883666275	0.3126293995859213	0.39045490375824937	0.19675305705104126	0.4549667031607282
86	communism_23	1	0.5196535622436003	0.5320910973084886	0.33189672993681363	0.47514782581125853	0.4235914705697748
87	communism_26	0	0.1249820385875974	0.26915113871635604	0.050402720589328744	0.1847342334573467	0.00504289367469745
88	developer_6	1	0.3668933135226137	0.4192546583850931	0.36862629361586646	0.47514782581125853	0.4705620915726777
89	identify_11	0	0.24906678818821548	0.27122153209109723	0.23407111846234815	0.23871198539449656	0.0904595393799247
90	identify_12	1	0.258368453628827	0.38198757763975155	0.14145672125824985	0.2957036432767456	0.8612845048063678
91	identify_18	0	0.2271454363191613	0.29503105590062106	0.2237314977270069	0.35727198095733137	0.1187842946814629
92	identify_19	1	0.34155303567647505	0.33850931677018636	0.3435644803032914	0.5754848556268499	0.31905067821148253
93	identify_2	1	0.8299428434180978	0.9068322981366459	0.9904279542128067	0.8285891322198868	0.9893810522018078
94	identify_23	0	0.21010043004758922	0.4358178053830227	0.13055249408411335	0.33766257162020086	0.12192485937186441
95	identify_24	0	0.38269101508279857	0.4554865424430641	0.590416198520114	0.5501943634596695	0.487190398689747
96	identify_35	1	0.44820867582684043	0.45755693581780543	0.6273966605943351	0.5501943634596695	0.5113803506713964
97	mcdonald_0	1	0.8661375835951921	0.5559006211180124	0.5601583950414709	0.5754848556268499	0.8493242406282648
98	mcdonald_1	1	0.6509556402995709	0.4120082815734989	0.7149797651793454	0.4764700212068633	0.6508863185607844
99	mcdonald_2	0	0.40554295491619863	0.33850931677018636	0.3256362434219081	0.24766610300852526	0.1950237838811507
100	mcdonald_3	1	0.6035139204744037	0.3426501035196687	0.6798475970483753	0.3287144853283651	0.5982760157157301
101	mcdonald_4	0	0.43273014450560027	0.26708074534161486	0.1793341055725487	0.33766257162020086	0.36064290215232864
102	new_ambulance_10_second	1	0.4383042425622531	0.5683229813664596	0.30261202594048775	0.5548703894027635	0.5642578600089093
103	new_ambulance_12_second	1	0.5778099626922569	0.7608695652173914	0.7434543467124783	0.5921532918031249	0.8599950616969558
104	new_ambulance_13_second	0	0.4293827520686194	0.3281573498964803	0.29352994895187595	0.33766257162020086	0.5093543644004821
105	new_ambulance_15_second	0	0.5050194541346269	0.1563146997929606	0.4371681810652791	0.28368481968305104	0.5583636864321531
106	new_ambulance_16_second	0	0.34032149636035525	0.17805383022774324	0.08745167472206813	0.23871198539449656	0.058483867275248846
107	new_ambulance_9_second	0	0.32267291775718765	0.15217391304347824	0.04600434145396585	0.2957036432767456	0.16813046142255345
108	new_anti_10_second	1	0.4787483212153136	0.7505175983436853	0.43577651023772174	0.6626700173211801	0.5363022433543069
109	new_anti_11_second	0	0.232268965866169	0.3602484472049689	0.6655262303614022	0.3992309093007867	0.47054697984729604
110	new_anti_13_second	1	0.8097014638695135	0.8022774327122153	0.6927246947061055	0.5501943634596695	0.9779715089942134
111	new_anti_14_second	0	0.8063257875493439	0.7587991718426501	0.7986832495031998	0.7821362311158229	0.9956179488755842
112	new_anti_19_second	1	0.8264112892543017	0.824016563146998	0.8533647325015599	0.64238913610557	0.8642042659038967
113	new_communism_1_second	1	0.42218744217171056	0.5186335403726707	0.43483227209445474	0.6550795116129058	0.4551088488258136
114	new_developer_10_second	1	0.5637127932185562	0.46376811594202894	0.7216232629345254	0.538175539865975	0.4970189191609562
115	new_developer_11_second	0	0.1316991767229523	0.11076604554865421	0.1927797084232094	0.28368481968305104	0.04911312459919655
116	new_developer_12_second	1	0.45907350632141514	0.4606625258799172	0.45026791539059197	0.513916517946264	0.4976638739556991
117	new_developer_13_second	1	0.5212527491618627	0.46376811594202894	0.6427917380832467	0.5921532918031249	0.5193717623003431
118	new_developer_15_second	0	0.17992482793535547	0.31469979296066247	0.04377307678438897	0.3722564249672683	0.04913678266948935
119	new_developer_2_second	0	0.3778039123930423	0.28881987577639745	0.4422706550020585	0.59351117393232	0.4644034646363176
120	new_developer_7_second	0	0.19135661328958775	0.27950310559006203	0.043865240786921	0.28368481968305104	0.17775360106148816
121	new_mcdonald_0_second	1	0.4443939877047432	0.46480331262939956	0.34085092805839223	0.2889478296969417	0.4544227711707478
122	new_mcdonald_11_second	0	0.4271057002889662	0.5031055900621118	0.25099969322532106	0.6055675888549769	0.466358605802396
123	new_mcdonald_16_second	0	0.5185069382978285	0.49275362318840576	0.3885726416886417	0.5695488721804511	0.5349440984057455
124	new_template_0_second	1	0.5498783916780928	0.5527950310559007	0.6466705326003146	0.64238913610557	0.7213015233271297
125	new_template_10_second	0	0.45468110770328074	0.29503105590062106	0.1201654187561229	0.45330480728710815	0.06479802284800724
126	new_template_13_second	0	0.26254605777287227	0.36231884057971014	0.18133889521139257	0.4262341769044181	0.41258674735413653
127	new_template_1_second	1	0.2852718587140808	0.505175983436853	0.1321077155320641	0.28368481968305104	0.1638841888502249
128	new_valentine_11_second	1	0.43167761477770195	0.3426501035196687	0.23819930457729616	0.3992309093007867	0.2317074067920476
129	new_valentine_12_second	0	0.4030069310367282	0.4989648033126294	0.298425582707182	0.3992309093007867	0.48226333098191143
130	new_valentine_13_second	0	0.40234660111429105	0.36231884057971014	0.14222226139431138	0.3992309093007867	0.01088709305140965
131	new_valentine_15_second	1	0.8418033056508025	0.65527950310559	0.7529601605864461	0.8285891322198868	0.9867903901196463
132	new_valentine_19_second	1	0.28478327531832437	0.40993788819875776	0.4891630263094918	0.4263015396834767	0.18520015541748816
133	new_valentine_24_second	0	0.4500842061939956	0.3561076604554865	0.1373891310461868	0.3992309093007867	0.48595045976732437
134	new_weak_12_second	0	0.28364587469461766	0.31469979296066247	0.18590238500189496	0.28368481968305104	0.13056740648938708
135	new_weak_1_second	0	0.35538996455547656	0.4772256728778468	0.02664851559499195	0.36473320200289083	0.42172656770132505
136	new_weak_2_second	0	0.4112318432944484	0.4554865424430641	0.21284198428038165	0.5276455109328989	0.39807804294372473
137	new_weak_4_second	0	0.2032242421687746	0.47929606625258797	0.1113507313871262	0.28368481968305104	0.17958980341096162
138	template_1	0	0.34042841235862076	0.1625258799171842	0.25539217502528644	0.3722564249672683	0.38302412554947446
139	template_2	0	0.19648443344716388	0.531055900621118	0.17522769743396974	0.24766610300852526	0.08244817768281325
140	template_3	1	0.8566265320060735	0.8219461697722568	0.8353793352368359	0.6900949608373189	0.9420662748638109
141	template_5	1	0.3060432414335501	0.3685300207039337	0.22644829067965316	0.23871198539449656	0.32575247291509957
142	third_zipmeme_1	0	0.3400024379860096	0.5269151138716356	0.15914691409675388	0.2957036432767456	0.3746896218533096
143	third_zipmeme_2	0	0.3675506060571465	0.5248447204968945	0.18624534365665257	0.5409116448939457	0.353435262465044
144	valentine_1	0	0.4334901904162821	0.34472049689440987	0.173581164442932	0.4538007825920537	0.07792323710831554
145	valentine_2	1	0.3271866822839009	0.3426501035196687	0.10231993246475797	0.3992309093007867	0.18136629849424615
146	weak_0	1	0.6669212380535815	0.717391304347826	0.6362066604940624	0.5501943634596695	0.974204599436828
147	weak_1	1	0.8875503481667044	0.7463768115942029	0.9926981309789171	0.8285891322198868	0.9933507699759556
148	weak_2	1	0.8463231503800641	0.7919254658385093	0.9084346759094064	0.8285891322198868	0.9792329963832564
149	weak_3	1	0.8388087793436702	0.8850931677018634	0.8987741266184467	0.8285891322198868	0.9699367348632334
150	zipmeme_0	1	0.8334539055566628	0.7587991718426501	0.8783611108959146	0.8285891322198868	0.9933316421269733
151	zipmeme_14	0	0.36057292948361797	0.5227743271221532	0.14755411482026454	0.3287144853283651	0.49933719906615714
152	zipmeme_16	1	0.5691622396960823	0.5010351966873706	0.4866632187716528	0.768407238129188	0.1034404298403267
153	zipmeme_19	0	0.24651009811181085	0.27536231884057966	0.1237173528663617	0.4263015396834767	0.00746222360508865
154	zipmeme_4	1	0.549210210756759	0.6262939958592132	0.7116345509678126	0.4598632625741059	0.9568784142536436
155	zipmeme_7	1	0.5554144075556313	0.6066252587991718	0.8260892222460322	0.538175539865975	0.4327740234527197
156	dress_1	0	0.4818104739850835	0.38198757763975155	0.35222397640562575	0.5740984120369628	0.559212526896415
157	dress_10	0	0.5946236422659315	0.5010351966873706	0.7833686132168927	0.6900949608373189	0.5942478434521601
158	dress_11	0	0.3012647951831062	0.4906832298136646	0.4497231971780941	0.387898415922646	0.4403769002656225
159	dress_12	0	0.7766111661096153	0.7722567287784678	0.48174041044816485	0.7502768549280177	0.9544168656117447
160	dress_13	0	0.578783532489057	0.5662525879917184	0.4535712920766058	0.7502768549280177	0.6799111392741535
161	dress_14	0	0.8870288818391974	0.7091097308488613	0.9175247677299968	0.8929072652392926	0.9930054058250328
162	dress_16	0	0.6496603763547026	0.5124223602484472	0.4291154304479079	0.538079695362437	0.695209023397179
163	dress_17	0	0.7118918773310812	0.598343685300207	0.9021524438336554	0.8285891322198868	0.6390505959954627
164	dress_3	0	0.7625261371166833	0.5900621118012422	0.9835503234067307	0.6900949608373189	0.9364595809644114
165	dress_4	0	0.6401011309221263	0.5165631469979296	0.4876951286425744	0.5754848556268499	0.690513636168393
166	dress_5	0	0.4189311767250645	0.3602484472049689	0.3761905542477313	0.4764700212068633	0.04305357945228225
167	dress_6	0	0.38357205548375267	0.531055900621118	0.35557062189651145	0.387898415922646	0.27921866722180416
168	dress_7	0	0.6134340615174656	0.6853002070393375	0.7088419899714846	0.3888967238777553	0.6528810654103003
169	dress_8	0	0.7728354313878619	0.6335403726708074	0.4369132330086703	0.44946675360323185	0.8755487091489168
170	dress_9	0	0.5309943034921716	0.6252587991718426	0.49952730735894957	0.6900949608373189	0.6131949006727345
171	earring_1	0	0.5815589729533455	0.5124223602484472	0.4561382952128315	0.6356667497175487	0.5818129575378597
172	earring_10	0	0.49092189538757214	0.6314699792960663	0.4010446778932282	0.6492787836784198	0.3778490946486524
173	earring_11	0	0.5725793252470153	0.6314699792960663	0.4225326940169705	0.5883406980986743	0.48851564931840846
174	earring_13	0	0.7576051155514765	0.824016563146998	0.46003599380724425	0.5740984120369628	0.9496000128899533
175	earring_2	0	0.6117259940077973	0.5921325051759834	0.9146303341541657	0.6499090357792602	0.9345513524099218
176	earring_3	0	0.6632875510421467	0.5031055900621118	0.9428285544397759	0.7645191409897292	0.57545494247226
177	earring_30	0	0.6132979604328783	0.4730848861283643	0.4686360234223969	0.513916517946264	0.5777005118210636
178	earring_4	0	0.5876977877818442	0.5962732919254659	0.45446832635475687	0.4598632625741059	0.47717248635658793
179	earring_6	0	0.43068625206063993	0.4120082815734989	0.35435068938711684	0.5386770092652445	0.8305956566684907
180	earring_7	0	0.6217178625757297	0.8333333333333333	0.5500224003289339	0.6626700173211801	0.600104481897348
181	eyebrow_1	0	0.8544241601661591	0.7701863354037267	0.9375561566208002	0.6356667497175487	0.9086024434876661
182	eyebrow_10	0	0.27534896118977165	0.5227743271221532	0.22102839734877694	0.3722564249672683	0.2988276900697677
183	eyebrow_11	0	0.3655060830292094	0.3840579710144927	0.20251415568893355	0.34267322983718285	0.41087702662661474
184	eyebrow_12	0	0.3918550958448742	0.5445134575569358	0.29168704107816773	0.5222342555216435	0.01633976432450145
185	eyebrow_13	0	0.5440872332115468	0.6180124223602484	0.7834651457428875	0.6108058608058607	0.39527289502098173
186	eyebrow_2	0	0.7305239083306647	0.7505175983436853	0.8716294774307062	0.5754848556268499	0.7745442303617966
187	eyebrow_3	0	0.8444349321463263	0.8374741200828157	0.8767599370889065	0.5684108878025227	0.9617041059208756
188	eyebrow_4	0	0.3113942763988016	0.34472049689440987	0.2669514027425732	0.5640768588137008	0.7852408963010838
189	eyebrow_6	0	0.5247961326381597	0.5538302277432712	0.4699427381775358	0.5754848556268499	0.47940465348755834
190	eyebrow_7	0	0.45311420756919896	0.5507246376811594	0.4678880314462437	0.44946675360323185	0.46780116160322865
191	eyebrow_8	0	0.4984283715541961	0.4606625258799172	0.4513054061370865	0.7502768549280177	0.518346775980086
192	eyebrow_9	0	0.6154645425592813	0.5186335403726707	0.3918584056514629	0.3452531573636368	0.7109140364685949
193	girl_1	0	0.8613111215412618	0.7743271221532091	0.9561836182813637	0.7502768549280177	0.9859250453462249
194	girl_10	0	0.5185551469943821	0.6097308488612836	0.30963135628191085	0.6024881232304813	0.44853150030158295
195	girl_4	0	0.6534216419951502	0.48654244306418215	0.6138660040363835	0.5754848556268499	0.5694003076010384
196	girl_5	0	0.6808178742025897	0.5403726708074534	0.5825072676371007	0.768407238129188	0.947426360603819
197	girl_6	0	0.46336404006051957	0.48654244306418215	0.330566577652215	0.513916517946264	0.38740811527674546
198	girl_7	0	0.6012356105193059	0.629399585921325	0.43388081592237615	0.6024881232304813	0.16340894085507005
199	girl_8	0	0.680941656945705	0.5921325051759834	0.529269000938081	0.6626700173211801	0.5278767601245206
200	girl_9	0	0.6204197760081984	0.6356107660455487	0.27989507792662177	0.6900949608373189	0.26551747577057944
201	lip_1	0	0.5699793341794074	0.4616977225672878	0.5300317552930929	0.4598632625741059	0.5756489036508696
202	lip_11	0	0.5819768039310069	0.6480331262939959	0.7123576228851218	0.3452531573636368	0.6890837318165851
203	lip_12	0	0.6044031123307689	0.4316770186335403	0.41787608344621646	0.387898415922646	0.1765167594207096
204	lip_2	0	0.6298864384200439	0.60351966873706	0.41424529459714104	0.513916517946264	0.8005078748880743
205	lip_3	0	0.6352044647766114	0.5548654244306418	0.8387523466391587	0.5754848556268499	0.5585406318575732
206	lip_4	0	0.4700587549047105	0.5507246376811594	0.34089141360811037	0.24766610300852526	0.19186031015594582
207	lip_5	0	0.46083541280854534	0.60351966873706	0.317408025760859	0.47789780127173825	0.5321258714627907
208	lip_6	0	0.4770701016060913	0.6915113871635611	0.22219296272383485	0.3452531573636368	0.6100109412759798
209	lip_9	0	0.3522139948461917	0.45962732919254656	0.25823192091706554	0.3992309093007867	0.31015309760907717
210	short_10	0	0.27548859540828313	0.3643892339544513	0.42588757712356673	0.28368481968305104	0.29818075272697514
211	short_11	0	0.583847846156575	0.7608695652173914	0.45015776452611894	0.3722564249672683	0.47800171597976965
212	short_12	0	0.5332889758134969	0.5507246376811594	0.4222935005266989	0.28368481968305104	0.4067146118806273
213	short_13	0	0.7712879841535681	0.7349896480331263	0.9390927654685307	0.4262341769044181	0.9882633969543817
214	short_2	0	0.6703879099821861	0.5879917184265011	0.530567130930939	0.6776001776001777	0.515612657966731
215	short_3	0	0.7201412240767364	0.582815734989648	0.9676997078753888	0.4262341769044181	0.48204560680459674
216	short_4	0	0.8569326028642132	0.8002070393374741	0.9777371824483501	0.5501943634596695	0.9983051033085659
217	short_5	0	0.39435522816313584	0.5921325051759834	0.42312967568465515	0.3992309093007867	0.6993528887706504
218	short_6	0	0.443385154735932	0.5859213250517598	0.4320105837706476	0.58999333999334	0.7414961169182455
219	short_8	0	0.2875669066983231	0.3602484472049689	0.4668962425179111	0.24766610300852526	0.2585276220534531
220	short_9	0	0.3662913300770273	0.6138716356107661	0.4278331162768801	0.28368481968305104	0.49177261429990204
221	strap_10	0	0.3870047286063222	0.42132505175983437	0.4361806548036303	0.59351117393232	0.49686626923921284
222	strap_11	0	0.39021588896461873	0.48757763975155277	0.37127984140982234	0.4764700212068633	0.14144990147269387
223	strap_14	0	0.6907907104905231	0.8871635610766045	0.48668310222610667	0.5740984120369628	0.9157041627770794
224	strap_5	0	0.5614360061208128	0.6438923395445135	0.7402803901997983	0.28368481968305104	0.477230368040373
225	teeth_11	0	0.5345913153675916	0.3012422360248447	0.34464187128252366	0.24766610300852526	0.2568223685638559
226	teeth_2	0	0.46041194853579626	0.5072463768115941	0.3030376573077381	0.28368481968305104	0.14886948606232642
227	teeth_3	0	0.6995780223503361	0.7505175983436853	0.5326748615436352	0.5324850588008483	0.9460440035091704
228	teeth_4	0	0.32370009768049157	0.3861283643892339	0.23489345359207012	0.3287144853283651	0.4219059338523313
229	teeth_5	0	0.4382454870867476	0.5465838509316769	0.2950553680784173	0.24766610300852526	0.7227356634470579
230	teeth_6	0	0.16862489503652334	0.3209109730848861	0.20538508715992104	0.28368481968305104	0.413639403964516
231	teeth_7	0	0.30434032128209854	0.3902691511387163	0.2536999629402306	0.2596849266022198	0.12418320103605254
232	teeth_8	0	0.7524367129404235	0.6490683229813664	0.822033064430344	0.41496593172055973	0.8139021291365263
233	teeth_9	0	0.4195226991978397	0.42546583850931674	0.2269961873864754	0.4672635517959259	0.21713648389914178
234	tire_1	0	0.6663421970330805	0.5703933747412009	0.32085551434552934	0.33766257162020086	0.9281942485607999
235	tire_10	0	0.4368035031482707	0.494824016563147	0.3223524910186152	0.28368481968305104	0.3066498780231325
236	tire_11	0	0.5774816192891183	0.5942028985507246	0.3238722962761378	0.33766257162020086	0.6793662929108788
237	tire_12	0	0.6249596007179282	0.5703933747412009	0.7077680427861285	0.33766257162020086	0.6874600973008919
238	tire_13	1	0.8306969333198995	0.6987577639751552	0.7332979687900114	0.5740984120369628	0.7898319895775189
239	tire_14	1	0.8105327319851243	0.6118012422360248	0.9723379241918257	0.28368481968305104	0.47951758207609246
240	tire_17	1	0.928642635970275	0.7826086956521738	0.925418258604535	0.768407238129188	0.9640680535732173
241	tire_19	1	0.5635390746832489	0.6490683229813664	0.48732113416593387	0.6024881232304813	0.5061100557875697
242	tire_2	0	0.7584921376043368	0.6376811594202898	0.8375762064793804	0.33766257162020086	0.9867284327121699
243	tire_20	1	0.4962062567008628	0.6076604554865424	0.49252065721737703	0.5754848556268499	0.5310782886788215
244	tire_21	1	0.4699407189127224	0.5859213250517598	0.47245425861061113	0.5740984120369628	0.5070596855711765
245	tire_22	1	0.6770133777304685	0.7701863354037267	0.9798919328163812	0.8285891322198868	0.8528438143238255
246	tire_23	1	0.5279658982510573	0.6273291925465838	0.4913728271081168	0.5740984120369628	0.6256803483273322
247	tire_4	0	0.5404891686811657	0.5227743271221532	0.319660054413596	0.28368481968305104	0.677628005937707
248	tire_5	0	0.6758035507821634	0.5962732919254659	0.7345019021951845	0.33766257162020086	0.950924649467753
249	tire_6	0	0.41089619342397865	0.40372670807453415	0.3095912263766179	0.28368481968305104	0.4189160988850745
250	tire_7	0	0.6869352572455052	0.6138716356107661	0.851566663675853	0.33766257162020086	0.5464479111046605
